Club,Type,Target,Total,Side,Shot Quality,Date,Lie,End Lie,Quality,Notes
 Pu, Putting,2.86412193,2.773925424,-3, 25 Handicap, 2025-11-15 19:52:08 +0000, Green, Green, short,
 Pu, Putting,0.094302165,0.094302165,7, Pro, 2025-11-15 19:52:08 +0000, Green, Green, holed,
 Dr, Driving,451.5114142,172.317156,43, 25 Handicap, 2025-11-15 19:52:08 +0000, Tee, Recovery, Center, #slice#straight#normal
 6I, Approach,286.9377775,96.92227401,-6, 5 Handicap, 2025-11-15 19:52:08 +0000, Recovery, Rough, Low, #straight#low
 4H, Approach,190.9421752,58.48366696,4, 10 Handicap, 2025-11-15 19:52:08 +0000, Rough, Fairway, Low, #straight#low
 6I, Approach,135.3457249,121.46314,-4, 5 Handicap, 2025-11-15 19:52:08 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,14.27166416,14.06934528,4, Pro, 2025-11-15 19:52:08 +0000, Green, Green, right,
 Pu, Putting,0.992722873,0.992722873,3, Pro, 2025-11-15 19:52:08 +0000, Green, Green, holed,
 4H, Approach,162.5542778,156.5887828,-15, 15 Handicap, 2025-11-15 19:52:08 +0000, Tee, Rough, Center, #draw#straight#normal
 9I, Short,32.3497189,33.76663531,-6, 5 Handicap, 2025-11-15 19:52:08 +0000, Rough, Green, Center, #straight#low
 Pu, Putting,6.899198258,6.456763261,4, 15 Handicap, 2025-11-15 19:52:08 +0000, Green, Green, short,
 Pu, Putting,0.488904771,0.488904771,-5, Pro, 2025-11-15 19:52:08 +0000, Green, Green, holed,
 Dr, Driving,291.9886552,160.4736286,47, 15 Handicap, 2025-11-15 19:52:08 +0000, Tee, Rough, Center, #slice#straight#normal
 4H, Approach,157.3069342,121.2542091,7, 5 Handicap, 2025-11-15 19:52:08 +0000, Rough, Fairway, Center, #fade#straight#normal
 SW, Short,36.88773577,26.8555028,-7, 20 Handicap, 2025-11-15 19:52:08 +0000, Fairway, Rough, Center, #straight#normal
 Pu, Short,10.03324198,10.03324198,-4, Pro, 2025-11-15 19:52:08 +0000, Rough, Green, ,
 Dr, Driving,218.4288707,172.638713,5, 15 Handicap, 2025-11-15 19:52:08 +0000, Tee, Fairway, Center, #straight#low#intended
 GW, Approach,64.50039663,74.8029743,-4, 15 Handicap, 2025-11-15 19:52:08 +0000, Fairway, Rough, Low, #straight#low
 Pu, Short,10.31007084,10.31911218,-4, Pro, 2025-11-15 19:52:08 +0000, Rough, Green, ,
 Pu, Putting,0.256527047,0.256527047,-6, Pro, 2025-11-15 19:52:08 +0000, Green, Green, holed,
 4H, Approach,151.5805688,143.6659659,6, Pro, 2025-11-15 19:52:08 +0000, Tee, Green, Center, #straight#normal#intended
 Pu, Putting,8.542942583,10.68382179,7, 25 Handicap, 2025-11-15 19:52:08 +0000, Green, Green, right,
 Pu, Putting,2.141725197,2.141725201,4, Pro, 2025-11-15 19:52:08 +0000, Green, Green, holed,
 Dr, Driving,245.2590586,176.6894042,-6, 5 Handicap, 2025-11-15 19:52:08 +0000, Tee, Fairway, Center, #straight#normal#intended
 PW, Approach,68.60256763,67.79479348,3, 15 Handicap, 2025-11-15 19:52:08 +0000, Fairway, Rough, Center, #straight#high#intended
 Pu, Short,7.059403797,7.74943553,-5, Pro, 2025-11-15 19:52:08 +0000, Rough, Green, ,
 Pu, Putting,0.8621463,0.8621463,-5, Pro, 2025-11-15 19:52:08 +0000, Green, Green, holed,
 4H, Driving,214.9913891,125.0916297,0, 20 Handicap, 2025-11-15 19:52:08 +0000, Tee, Fairway, Center, #pull#normal
 9I, Approach,94.72267997,79.65755355,0, 15 Handicap, 2025-11-15 19:52:08 +0000, Fairway, Fairway, Center, #pull#normal
 PW, Short,17.70803267,17.70803267,5, Pro, 2025-11-15 19:52:08 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,0.6096,0,-5, Pro, 2025-11-15 19:52:08 +0000, Green, Green, holed,
 Dr, Driving,450.3798629,173.6007462,-6, 20 Handicap, 2025-11-15 19:52:08 +0000, Tee, Rough, Center, #fade#straight#low
 4H, Approach,288.5229468,116.0333631,-5, 10 Handicap, 2025-11-15 19:52:08 +0000, Rough, Rough, Center, #fade#straight#normal
 4H, Approach,181.7814242,119.6633774,4, 5 Handicap, 2025-11-15 19:52:08 +0000, Rough, Fairway, Low, #straight#low
 PW, Approach,62.18575,67.35692627,6, 5 Handicap, 2025-11-15 19:52:08 +0000, Fairway, Green, Low, #straight#low
 Pu, Putting,8.008745595,8.008745595,-5, 5 Handicap, 2025-11-15 19:52:08 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,3, Pro, 2025-11-15 19:52:08 +0000, Green, Green, holed,
 5H, Approach,142.7438522,128.1407976,-6, 15 Handicap, 2025-11-21 20:15:36 +0000, Tee, Rough, ,
 PW, Short,30.90128417,23.56032652,-4, 15 Handicap, 2025-11-21 20:15:36 +0000, Rough, Rough, Center, #straight#low#intended
 Pu, Short,11.88504327,13.0211502,5, Pro, 2025-11-21 20:15:36 +0000, Rough, Green, ,
 Pu, Putting,1.183260665,1.183260665,-7, Pro, 2025-11-21 20:15:36 +0000, Green, Green, holed,
 Dr, Driving,441.2301943,205.2667438,6, 5 Handicap, 2025-11-21 20:15:36 +0000, Tee, Fairway, Center, #straight#high#intended
 4H, Approach,236.0911673,118.4282075,-19, 10 Handicap, 2025-11-21 20:15:36 +0000, Fairway, Rough, Heel, #draw#straight
 7I, Approach,121.5773906,96.07191528,7, 5 Handicap, 2025-11-21 20:15:36 +0000, Rough, Fairway, Center, #straight#normal
 PW, Short,25.87907532,32.58134736,3, 10 Handicap, 2025-11-21 20:15:36 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,6.795031116,6.303467979,-6, 20 Handicap, 2025-11-21 20:15:36 +0000, Green, Green, short,
 Pu, Putting,0.84813657,0.84813657,-3, Pro, 2025-11-21 20:15:36 +0000, Green, Green, holed,
 4H, Approach,165.4423455,155.6939304,-5, 0 Handicap, 2025-11-21 20:15:36 +0000, Tee, Green, Center, #straight#normal#intended
 Pu, Putting,14.90513482,14.98903091,-3, Pro, 2025-11-21 20:15:36 +0000, Green, Green, left,
 Pu, Putting,0.21893187,0.21893187,-5, Pro, 2025-11-21 20:15:36 +0000, Green, Green, holed,
 Dr, Driving,308.9740513,202.9797945,-3, Elite Am, 2025-11-21 20:15:36 +0000, Tee, Fairway, Center, #fade#straight#normal#intended
 8I, Approach,119.4895416,111.0708143,12, 15 Handicap, 2025-11-21 20:15:36 +0000, Fairway, Rough, Toe, #push#low
 PW, Short,19.81574439,34.27082762,4, 20 Handicap, 2025-11-21 20:15:36 +0000, Rough, Rough, Center, #straight#low#intended
 Pu, Short,14.45540026,14.10806142,4, Pro, 2025-11-21 20:15:36 +0000, Rough, Green, ,
 Pu, Putting,0.381587404,0.381587408,4, Pro, 2025-11-21 20:15:36 +0000, Green, Green, holed,
 Dr, Driving,227.8929653,161.1663506,-7, 25 Handicap, 2025-11-21 20:15:36 +0000, Tee, Rough, Center, #fade#straight#normal#intended
 8I, Approach,94.07438697,66.15918033,-5, 10 Handicap, 2025-11-21 20:15:36 +0000, Rough, Fairway, High, #straight#low
 SW, Short,27.93077919,19.65472207,-4, 10 Handicap, 2025-11-21 20:15:36 +0000, Fairway, Green, Center, #straight#high#intended
 Pu, Putting,8.276948214,8.276948205,3, 5 Handicap, 2025-11-21 20:15:36 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,-4, Pro, 2025-11-21 20:15:36 +0000, Green, Green, holed,
 4H, Approach,150.5114284,127.9744768,-3, 15 Handicap, 2025-11-21 20:15:36 +0000, Tee, Rough, Center, #fade#straight#high
 SW, Short,32.92329276,46.27255385,5, 15 Handicap, 2025-11-21 20:15:36 +0000, Rough, Rough, Center, #straight#high#intended
 Pu, Short,13.37786803,13.1230585,-6, Pro, 2025-11-21 20:15:36 +0000, Rough, Green, ,
 Pu, Putting,0.299758568,0.299758568,-5, Pro, 2025-11-21 20:15:36 +0000, Green, Green, holed,
 Dr, Driving,256.1193342,189.1716248,-6, Elite Am, 2025-11-21 20:15:36 +0000, Tee, Fairway, Center, #fade#straight#normal#intended
 PW, Approach,66.96642785,52.68871861,-24, 20 Handicap, 2025-11-21 20:15:36 +0000, Fairway, Rough, Low, #draw#pull#low
 PW, Short,21.71417366,31.28710996,5, 10 Handicap, 2025-11-21 20:15:36 +0000, Rough, Green, Low, #straight#low
 Pu, Putting,9.728567172,11.45665287,-3, 25 Handicap, 2025-11-21 20:15:36 +0000, Green, Green, right,
 Pu, Putting,1.728270582,1.728270582,-6, Pro, 2025-11-21 20:15:36 +0000, Green, Green, holed,
 4H, Driving,218.7221052,185.1515236,-19, 20 Handicap, 2025-11-21 20:15:36 +0000, Tee, Rough, Center, #draw#straight#normal
 8I, Short,45.61041941,46.98278326,-6, Pro, 2025-11-21 20:15:36 +0000, Rough, Green, Low, #straight#low#intended
 Pu, Putting,1.377638025,1.377662325,-6, Pro, 2025-11-21 20:15:36 +0000, Green, Green, ,
 Dr, Driving,449.8150105,212.406852,6, 5 Handicap, 2025-11-21 20:15:36 +0000, Tee, Fairway, Center, #fade#straight#normal#intended
 4H, Approach,249.4993195,89.59207481,0, 15 Handicap, 2025-11-21 20:15:36 +0000, Fairway, Rough, Low, #pull#normal
 4H, Approach,162.5238425,103.7714712,-41, 15 Handicap, 2025-11-21 20:15:36 +0000, Rough, Rough, Center, #hook#straight#normal
 6I, Approach,63.38138108,73.81957451,4, 10 Handicap, 2025-11-21 20:15:36 +0000, Rough, Rough, Center, #straight#low#intended
 Pu, Short,11.34582832,13.23404174,-6, Pro, 2025-11-21 20:15:36 +0000, Rough, Green, ,
 Pu, Putting,1.955724135,1.955724135,7, Pro, 2025-11-21 20:15:36 +0000, Green, Green, holed,
 Dr, Driving,317.4817845,168.438593,-4, 5 Handicap, 2025-11-22 19:45:22 +0000, Tee, Fairway, Center, #straight#normal#intended
 4H, Approach,162.0732869,113.4236572,10, 25 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Recovery, Toe, #push#normal
 7I, Approach,57.93525404,78.4667255,7, Pro, 2025-11-22 19:45:22 +0000, Recovery, Rough, Center, #straight#low#intended
 Pu, Short,20.58713034,19.41504691,6, Pro, 2025-11-22 19:45:22 +0000, Rough, Green, ,
 Pu, Putting,1.354670519,1.354670519,-5, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 8I, Approach,113.5868451,97.86519557,-3, Elite Am, 2025-11-22 19:45:22 +0000, Tee, Green, Center, #straight#normal#intended
 Pu, Putting,9.823906784,17.08108955,-7, 25 Handicap, 2025-11-22 19:45:22 +0000, Green, Green, short,
 Pu, Putting,1.417784722,1.417784722,-7, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 Dr, Driving,287.8919047,176.3084824,7, 0 Handicap, 2025-11-22 19:45:22 +0000, Tee, Fairway, Center, #straight#normal#intended
 7I, Approach,119.9169614,105.942906,-6, 15 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Rough, Center, #straight#normal#intended
 PW, Short,18.97503022,24.59840391,-7, 5 Handicap, 2025-11-22 19:45:22 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,5.539736011,9.221067135,5, 25 Handicap, 2025-11-22 19:45:22 +0000, Green, Green, right,
 Pu, Putting,1.036648819,1.036648819,-4, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 Dr, Driving,348.7740015,146.9093928,-3, 20 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, Center, #fade#straight
 4H, Approach,209.1709342,145.3374682,-16, 5 Handicap, 2025-11-22 19:45:22 +0000, Rough, Fairway, Center, #draw#straight#normal
 PW, Approach,64.78615073,54.95161946,-7, 20 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Rough, Center, #straight#normal#intended
 Pu, Short,18.15022342,17.90944891,-7, Pro, 2025-11-22 19:45:22 +0000, Rough, Green, ,
 Pu, Putting,1.310386088,1.310386088,-6, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 Dr, Driving,313.182136,152.9979921,-6, 5 Handicap, 2025-11-22 19:45:22 +0000, Tee, Fairway, Center, #fade#straight#normal
 6I, Approach,168.5758388,100.5142,4, 20 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Rough, Center, #straight#normal
 7I, Approach,79.82784481,54.34574584,3, 15 Handicap, 2025-11-22 19:45:22 +0000, Rough, Fairway, Low, #straight#low
 9I, Short,32.90690402,36.49068095,-3, 0 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,3.688068188,3.688068188,-7, Pro, 2025-11-22 19:45:22 +0000, Green, Green, ,
 Dr, Driving,377.8885306,141.6158855,13, 25 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, Center, #push#normal
 4H, Approach,243.1026526,88.71211136,-4, 5 Handicap, 2025-11-22 19:45:22 +0000, Rough, Fairway, Center, #straight#low
 6I, Approach,154.6434582,115.8729001,-5, 15 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Fairway, Center, #straight#normal#intended
 PW, Short,38.90559391,44.22768563,-5, 15 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Fairway, Center, #straight#low#intended
 Pu, Short,5.331697956,5.331697956,7, Pro, 2025-11-22 19:45:22 +0000, Fairway, Green, ,
 Pu, Putting,0.6096,0,-6, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 Dr, Driving,373.3783629,107.3101471,-25, 25 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, Toe, #draw#pull#normal
 4H, Approach,283.7508983,130.4850284,-5, 0 Handicap, 2025-11-22 19:45:22 +0000, Rough, Fairway, Center, #straight#normal#intended
 5H, Approach,153.8267814,132.003127,0, 15 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Rough, Center, #pull#normal
 SW, Short,29.08184583,29.43998668,6, Pro, 2025-11-22 19:45:22 +0000, Rough, Green, Center, #straight#high#intended
 Pu, Putting,0.366303318,0.366303318,-5, Pro, 2025-11-22 19:45:22 +0000, Green, Green, ,
 7I, Approach,124.1957425,111.3685024,5, 15 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, Center, #straight#normal#intended
 PW, Short,15.65100199,9.600098039,6, 5 Handicap, 2025-11-22 19:45:22 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,6.102183057,6.102183057,5, 20 Handicap, 2025-11-22 19:45:22 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,-6, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 Dr, Driving,404.5294135,184.2618484,7, 20 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, Center, #straight#normal#intended
 6I, Approach,228.1949511,55.76576791,7, 15 Handicap, 2025-11-22 19:45:22 +0000, Rough, Rough, Low, #straight#low
 4H, Approach,172.6492745,131.0022927,-3, 5 Handicap, 2025-11-22 19:45:22 +0000, Rough, Fairway, Center, #fade#straight#normal#intended
 8I, Short,41.67569637,44.45088478,-5, Pro, 2025-11-22 19:45:22 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,2.843183393,2.843183393,-5, Pro, 2025-11-22 19:45:22 +0000, Green, Green, ,
 5H, Approach,149.8893141,126.907249,-3, 10 Handicap, 2025-11-22 19:45:22 +0000, Tee, Fairway, Center, #straight#normal#intended
 PW, Short,24.50321071,17.88052907,-5, 10 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,6.678363529,6.678363529,7, 15 Handicap, 2025-11-22 19:45:22 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,-7, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 Dr, Driving,441.3249343,176.4822578,-4, 15 Handicap, 2025-11-22 19:45:22 +0000, Tee, Fairway, Center, #straight#normal#intended
 4H, Approach,265.5439023,93.38100569,20, 15 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Rough, Center, #push#normal
 4H, Approach,174.8991956,62.22793047,-6, 15 Handicap, 2025-11-22 19:45:22 +0000, Rough, Rough, Low, #straight#low
 6I, Approach,112.739287,121.3258229,-5, 5 Handicap, 2025-11-22 19:45:22 +0000, Rough, Rough, Low, #straight#normal
 Pu, Short,9.496605312,7.563978243,-3, Pro, 2025-11-22 19:45:22 +0000, Rough, Green, ,
 Pu, Putting,2.002824781,2.002824781,-6, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 4H, Approach,162.0276185,148.8076067,-4, 10 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, Low, #fade#straight#low
 PW, Short,17.54677261,17.75448243,-6, Pro, 2025-11-22 19:45:22 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,0.486829388,0.486829388,6, Pro, 2025-11-22 19:45:22 +0000, Green, Green, ,
 Dr, Driving,310.7291265,183.7329736,-6, Elite Am, 2025-11-22 19:45:22 +0000, Tee, Fairway, Center, #fade#straight#normal
 7I, Approach,131.3219158,80.23634804,3, 20 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Fairway, Low, #straight#low#intended
 SW, Approach,55.89913469,67.62032065,3, 20 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Rough, Low, #straight#low
 Pu, Short,12.10516389,13.58110779,-4, Pro, 2025-11-22 19:45:22 +0000, Rough, Green, ,
 Pu, Putting,1.818784049,1.818784044,-4, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 Dr, Driving,224.6802877,170.3182573,3, 25 Handicap, 2025-11-22 19:45:22 +0000, Tee, Recovery, Center, #fade#straight#normal
 9I, Approach,92.07961176,85.16591485,14, Pro, 2025-11-22 19:45:22 +0000, Recovery, Rough, Low, #push#low
 PW, Short,13.40100105,12.75042236,3, Pro, 2025-11-22 19:45:22 +0000, Rough, Green, Center, #straight#normal#intended
 Pu, Putting,1.45489208,1.454892082,-3, Pro, 2025-11-22 19:45:22 +0000, Green, Green, ,
 4H, Approach,155.7130698,156.5515849,-15, 10 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, Center, #draw#straight#normal
 PW, Short,16.74285074,15.7587627,-6, 0 Handicap, 2025-11-22 19:45:22 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,3.666165137,3.666165137,6, Pro, 2025-11-22 19:45:22 +0000, Green, Green, ,
 Dr, Driving,257.0225687,137.1192465,7, 15 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, Center, #fade#straight#normal
 6I, Approach,124.1438556,115.501326,4, 5 Handicap, 2025-11-22 19:45:22 +0000, Rough, Fairway, Center, #fade#straight#normal#intended
 Pu, Short,12.41381832,12.89514199,4, Pro, 2025-11-22 19:45:22 +0000, Fairway, Green, ,
 Pu, Putting,0.619453851,0.665638342,-6, 25 Handicap, 2025-11-22 19:45:22 +0000, Green, Green, left,
 Pu, Putting,0.082556226,0.082556226,-7, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 4H, Driving,210.7953109,147.1020347,17, 25 Handicap, 2025-11-22 19:45:22 +0000, Tee, Recovery, , #fade#push#normal
 7I, Approach,77.02754886,69.23351291,-3, Pro, 2025-11-22 19:45:22 +0000, Recovery, Rough, Low, #straight#low
 Pu, Short,8.414052679,8.414052679,-3, Pro, 2025-11-22 19:45:22 +0000, Rough, Green, ,
 Pu, Putting,0.6096,0,7, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 Dr, Driving,448.9484503,130.8255437,-4, 25 Handicap, 2025-11-22 19:45:22 +0000, Tee, Rough, High, #straight#high
 4H, Approach,326.4288018,123.542582,-11, 10 Handicap, 2025-11-22 19:45:22 +0000, Rough, Rough, Center, #draw#straight#normal
 4H, Approach,203.8461695,158.1287909,7, 0 Handicap, 2025-11-22 19:45:22 +0000, Rough, Fairway, Center, #straight#normal#intended
 PW, Approach,46.25796903,36.20152524,-6, 5 Handicap, 2025-11-22 19:45:22 +0000, Fairway, Green, Center, #straight#low
 Pu, Putting,10.18284141,10.71148523,6, 5 Handicap, 2025-11-22 19:45:22 +0000, Green, Green, right,
 Pu, Putting,1.02257126,1.02257126,3, Pro, 2025-11-22 19:45:22 +0000, Green, Green, holed,
 5H, Approach,155.978595,114.3585662,-3, 20 Handicap, 2025-12-03 19:18:17 +0000, Tee, Rough, Center, #fade#straight#high
 8I, Short,44.59989434,43.28393343,7, 0 Handicap, 2025-12-03 19:18:17 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,7.511951028,7.396245704,-4, 10 Handicap, 2025-12-03 19:18:17 +0000, Green, Green, left,
 Pu, Putting,0.419226763,0.419226763,6, Pro, 2025-12-03 19:18:17 +0000, Green, Green, holed,
 Dr, Driving,437.1013765,140.9440834,-4, 25 Handicap, 2025-12-03 19:18:17 +0000, Tee, Recovery, Toe, #fade#straight#low
 5H, Approach,301.7179401,67.77549466,4, 5 Handicap, 2025-12-03 19:18:17 +0000, Recovery, Fairway, Low, #straight#low
 4H, Approach,235.1902686,155.7363564,-4, 5 Handicap, 2025-12-03 19:18:17 +0000, Fairway, Fairway, Center, #straight#low#intended
 PW, Approach,80.05427145,93.66987328,4, 20 Handicap, 2025-12-03 19:18:17 +0000, Fairway, Rough, Center, #straight#normal#intended
 PW, Short,15.32196827,14.30948876,5, Pro, 2025-12-03 19:18:17 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,1.036855174,1.246925252,5, 25 Handicap, 2025-12-03 19:18:17 +0000, Green, Green, holed,
 Pu, Putting,0.210843764,0.210843642,4, Pro, 2025-12-03 19:18:17 +0000, Green, Green, ,
 4H, Approach,158.5475968,126.2459023,19, 20 Handicap, 2025-12-03 19:18:17 +0000, Tee, Rough, High, #push#normal
 SW, Short,39.51474061,46.78995785,-7, 15 Handicap, 2025-12-03 19:18:17 +0000, Rough, Rough, Low, #straight#low
 Pu, Short,9.790546416,10.35280864,3, Pro, 2025-12-03 19:18:17 +0000, Rough, Green, ,
 Pu, Putting,0.735330758,0.265591606,-7, 25 Handicap, 2025-12-03 19:18:17 +0000, Green, Green, left,
 Pu, Putting,0.529087678,0.529083837,-6, Pro, 2025-12-03 19:18:17 +0000, Green, Green, holed,
 Dr, Driving,301.8585907,139.2338044,3, 5 Handicap, 2025-12-03 19:18:17 +0000, Tee, Fairway, High, #fade#straight#high
 4H, Approach,169.7614949,101.1824488,4, 15 Handicap, 2025-12-03 19:18:17 +0000, Fairway, Fairway, Heel, #fade#straight#low
 PW, Approach,71.26560409,76.11851009,6, 0 Handicap, 2025-12-03 19:18:17 +0000, Fairway, Green, Low, #straight#low
 Pu, Putting,5.121523213,5.121463101,-3, 25 Handicap, 2025-12-03 19:18:17 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,-5, Pro, 2025-12-03 19:18:17 +0000, Green, Green, holed,
 Dr, Driving,219.9755007,133.3350056,-6, 20 Handicap, 2025-12-03 19:18:17 +0000, Tee, Fairway, Center, #straight#low
 7I, Approach,94.91670733,71.88008364,7, 15 Handicap, 2025-12-03 19:18:17 +0000, Fairway, Fairway, Center, #straight#low#intended
 PW, Short,28.53577914,28.14698041,7, 5 Handicap, 2025-12-03 19:18:17 +0000, Fairway, Green, Center, #straight#low#intended
